year,statefips,countyfips,DS_PM_pred
2017,18,169,8.542026369863014
2017,19,169,7.877514794520548
2017,20,169,7.534555707762557
2017,21,169,8.227356164383562
2017,27,169,7.398022191780822
2017,29,169,7.925584170471842
2017,31,169,7.232149315068493
2017,37,169,7.816597869101979
2017,39,169,8.917139811643836
2017,47,169,8.146186301369863
2017,48,169,7.172657534246575
2017,51,169,7.871173515981735
2017,1,17,9.768522374429224
2017,12,17,8.08995636732623
2017,13,17,8.964457534246575
2017,16,17,11.626233789954338
2017,17,17,8.710963287671233
2017,18,17,8.596622914072229
2017,19,17,7.684465753424658
2017,20,17,7.935709589041096
2017,21,17,8.563587671232877
2017,22,17,9.832799400684932
2017,23,17,6.323522320709106
2017,24,17,8.196332694063927
2017,25,17,6.244873826139399
2017,26,17,7.248731822971549
2017,27,17,4.963468493150685
2017,28,17,9.051693835616438
2017,29,17,8.992097716894977
2017,30,17,6.557385844748858
2017,31,17,5.391542465753425
2017,32,17,4.704984931506849
2017,33,17,5.682225424657534
2017,34,17,8.849482670407658
2017,35,17,5.440073287671233
2017,36,17,6.248045205479452
2017,37,17,7.758455251141552
2017,38,17,7.475729763387298
2017,39,17,9.538353835616438
2017,4,17,5.051467697746354
2017,40,17,8.348466509211148
2017,41,17,9.047886872146119
2017,42,17,8.983298745090526
2017,45,17,8.428461187214612
2017,46,17,5.091049315068493
2017,47,17,7.87745205479452
2017,48,17,6.605860273972603
2017,49,17,4.961246575342466
2017,5,17,8.454213698630137
2017,50,17,5.510859178082192
2017,51,17,6.666528767123288
2017,53,17,9.203226712328767
2017,54,17,8.076324657534247
2017,55,17,6.49525205479452
2017,56,17,4.789850684931507
2017,6,17,7.104043007327174
2017,8,17,5.461583561643836
2017,13,171,9.444952511415525
2017,17,171,8.679378082191781
2017,18,171,8.487004109589041
2017,19,171,7.741818264840183
2017,20,171,5.983271232876712
2017,21,171,8.081370547945206
2017,27,171,6.72702900886382
2017,29,171,7.681334246575342
2017,31,171,5.445608219178082
2017,37,171,7.656790784557908
2017,39,171,8.217836529680365
2017,47,171,7.134902739726027
2017,48,171,8.207345753424658
2017,51,171,7.113754337899543
2017,13,173,8.627049315068493
2017,17,173,9.026302283105023
2017,18,173,9.080646575342466
2017,19,173,7.780336073059361
2017,20,173,7.840314140521432
2017,21,173,8.270067579908676
2017,27,173,5.894554794520548
2017,29,173,8.568498630136986
2017,31,173,7.584797260273973
2017,37,173,7.317265753424658
2017,39,173,8.616224853228963
2017,47,173,8.831534246575342
2017,48,173,7.533830136986301
2017,51,173,7.06686697108067
2017,13,175,9.0835822971549
2017,17,175,8.681757534246575
2017,18,175,8.254463926940639
2017,19,175,7.688335616438356
2017,20,175,6.511219178082192
2017,21,175,7.877467397260274
2017,29,175,8.079928767123288
2017,31,175,6.237232876712329
2017,37,175,7.130283365949119
2017,39,175,8.532497716894977
2017,47,175,7.719079452054794
2017,48,175,8.700028767123288
2017,51,175,7.514127123287671
2017,13,177,9.690070136986301
2017,17,177,7.928818335089568
2017,18,177,8.514350846091861
2017,19,177,7.895886301369863
2017,20,177,8.615629053838802
2017,21,177,8.590652663622527
2017,29,177,7.523678767123288
2017,31,177,8.386269589041096
2017,37,177,6.717315068493151
2017,47,177,7.874695281582953
2017,48,177,8.932855707762557
2017,51,177,7.831459908675799
2017,13,179,8.469069471624266
2017,17,179,9.278444931506849
2017,18,179,8.560392563600783
2017,19,179,7.934292652552926
2017,20,179,5.623015068493151
2017,21,179,8.637393911719939
2017,29,179,8.101298630136986
2017,31,179,7.217505479452055
2017,37,179,8.63707818242566
2017,47,179,7.647486956521739
2017,48,179,6.430676320939335
2017,51,179,7.984531912734652
2017,13,181,8.853495890410959
2017,17,181,9.30182301369863
2017,18,181,8.557583561643836
2017,19,181,7.801165753424658
2017,20,181,5.589928767123288
2017,21,181,8.294208219178082
2017,29,181,8.82282397260274
2017,31,181,6.645364383561644
2017,37,181,8.221208493150685
2017,47,181,7.678057534246575
2017,48,181,8.944722866174921
2017,51,181,7.459294520547945
2017,13,183,8.525178082191781
2017,17,183,8.642197374429224
2017,18,183,8.4419228962818
2017,19,183,8.136471232876712
2017,20,183,6.410823287671233
2017,21,183,8.634473581213307
2017,29,183,9.230186405410092
2017,31,183,6.260460273972603
2017,37,183,8.915292637901985
2017,47,183,8.168391780821918
2017,48,183,9.364260383561644
2017,51,183,7.588955068493151
2017,13,185,8.85411594520548
2017,17,185,9.053012328767123
2017,19,185,7.598649315068493
2017,20,185,6.636793150684932
2017,21,185,8.743503522504892
2017,29,185,7.386683105022831
2017,31,185,7.382497260273973
2017,37,185,7.962168493150685
2017,47,185,7.761322831050228
2017,48,185,9.173013242009132
2017,51,185,7.217899626400996
2017,29,186,8.885715753424658
2017,13,187,7.98032397260274
2017,17,187,8.493097534246575
2017,19,187,7.683311872146119
2017,20,187,5.917438356164384
2017,21,187,8.386822831050228
2017,29,187,8.504052801992528
2017,37,187,7.024067579908676
2017,47,187,8.652893002591633
2017,48,187,9.265385734529995
2017,51,187,7.336669863013699
2017,13,189,9.188962739726027
2017,17,189,9.155506164383562
2017,19,189,7.238865753424658
2017,20,189,6.338393150684932
2017,21,189,7.988824657534247
2017,29,189,9.199529524333999
2017,37,189,6.983038777660696
2017,47,189,8.571296803652968
2017,48,189,7.06979299847793
2017,1,19,9.157940182648402
2017,12,19,8.115741735159817
2017,13,19,8.950085844748858
2017,16,19,7.465888975864318
2017,17,19,8.707585791653393
2017,18,19,9.09461612223393
2017,19,19,7.716458447488584
2017,20,19,8.136098630136986
2017,21,19,8.421458798735511
2017,22,19,8.86609694894147
2017,23,19,5.471284097677189
2017,24,19,7.63146697108067
2017,25,19,5.480603835616438
2017,26,19,5.930472876712329
2017,27,19,7.023256669069935
2017,28,19,8.943922374429224
2017,29,19,8.515845252716108
2017,30,19,5.86474794520548
2017,31,19,6.642890909090909
2017,32,19,6.29038
2017,33,19,5.413034520547945
2017,34,19,8.512946048472076
2017,35,19,5.175317808219178
2017,36,19,5.534299206921413
2017,37,19,7.026626400996264
2017,38,19,6.531916438356164
2017,39,19,8.803037964774951
2017,4,19,7.579296788495424
2017,40,19,8.422412702366127
2017,41,19,8.097475342465753
2017,42,19,10.099071793275218
2017,45,19,7.880368573730862
2017,46,19,5.88502602739726
2017,47,19,7.299359709911362
2017,48,19,8.439790136986301
2017,49,19,5.263375342465753
2017,5,19,9.245214246575342
2017,50,19,5.560338904109589
2017,51,19,7.355324315068493
2017,53,19,8.589035616438356
2017,54,19,7.59925502283105
2017,55,19,6.130880136986301
2017,56,19,5.103830136986301
2017,6,19,13.642253431541268
2017,8,19,4.862253881278539
2017,13,191,7.894204109589041
2017,17,191,9.022122739726027
2017,19,191,7.242531506849315
2017,20,191,7.718766210045662
2017,21,191,8.412857534246575
2017,37,191,8.15093804004215
2017,48,191,6.750972602739726
2017,51,191,7.375845943097998
2017,13,193,9.544716438356164
2017,17,193,8.997108493150685
2017,19,193,7.5212885142255
2017,20,193,5.578420547945206
2017,21,193,7.891667465753425
2017,37,193,7.719112915851272
2017,48,193,8.205517808219178
2017,51,193,7.638791780821918
2017,13,195,8.815848401826484
2017,17,195,8.34331598173516
2017,19,195,7.304829223744292
2017,20,195,5.482016438356164
2017,21,195,7.879591925018024
2017,29,195,7.572753424657534
2017,37,195,8.103314491708724
2017,48,195,6.401956164383562
2017,51,195,7.558448318804483
2017,13,197,9.658597260273973
2017,17,197,9.221467105263158
2017,19,197,7.60874301369863
2017,20,197,8.309616438356164
2017,21,197,8.0747
2017,29,197,7.817135616438356
2017,37,197,8.101550293542074
2017,48,197,7.088180821917808
2017,51,197,7.082651598173516
2017,13,199,9.474454794520548
2017,17,199,9.378803105022831
2017,20,199,5.55798904109589
2017,21,199,8.150108610567515
2017,29,199,7.935791780821918
2017,37,199,6.94098904109589
2017,48,199,9.05960697384807
2017,51,199,7.529972994129158
2017,13,201,9.568660273972603
2017,17,201,8.329154990215264
2017,20,201,7.645150684931507
2017,21,201,8.256019178082192
2017,29,201,9.540312876712329
2017,48,201,9.863433859667468
2017,17,203,8.964302587519026
2017,20,203,5.88447397260274
2017,21,203,8.193165068493151
2017,29,203,8.027156164383562
2017,48,203,9.375213307240704
2017,13,205,9.838874520547945
2017,20,205,8.21043698630137
2017,21,205,7.923351369863014
2017,29,205,8.133616438356164
2017,48,205,5.845964383561644
2017,13,207,9.476986301369863
2017,20,207,8.105308219178082
2017,21,207,8.08556
2017,29,207,9.273754109589041
2017,48,207,7.451104109589041
2017,13,209,8.952778082191781
2017,20,209,8.634814951076321
2017,21,209,8.728460469667319
2017,29,209,8.150861643835616
2017,48,209,9.230420931506849
2017,1,21,9.475584779299848
2017,12,21,7.635855507599925
2017,13,21,9.569918679950187
2017,16,21,10.113176712328767
2017,17,21,9.033894246575342
2017,18,21,8.620844748858448
2017,19,21,7.313096347031964
2017,20,21,8.438538356164384
2017,21,21,8.361976125244618
2017,22,21,8.479026484018265
2017,23,21,5.475976712328767
2017,24,21,8.219851830226813
2017,25,21,6.579916501580611
2017,26,21,7.687403310502283
2017,27,21,5.498459178082192
2017,28,21,8.359377168949772
2017,29,21,8.592509479452055
2017,30,21,5.722225570776256
2017,31,21,7.85472602739726
2017,32,21,5.343320547945206
2017,34,21,8.370019249243907
2017,35,21,5.053279452054794
2017,36,21,6.33005205479452
2017,37,21,7.352336350293542
2017,38,21,6.208584474885845
2017,39,21,8.667503561643836
2017,4,21,8.231628273972603
2017,40,21,9.078432267884323
2017,41,21,8.712306849315068
2017,42,21,9.608737573385519
2017,45,21,8.865428029504742
2017,46,21,5.544890410958904
2017,47,21,8.303703805175038
2017,48,21,9.118253150684932
2017,49,21,4.913332876712329
2017,5,21,8.992120091324201
2017,50,21,6.145650547945206
2017,51,21,7.120284931506849
2017,53,21,11.574743519494204
2017,54,21,7.816139726027397
2017,55,21,6.739562557077626
2017,56,21,4.805507110241357
2017,6,21,8.059427397260274
2017,8,21,4.698241095890411
2017,13,211,9.137882191780822
2017,21,211,8.645120243531202
2017,29,211,7.746699543378995
2017,48,211,6.50072602739726
2017,13,213,8.785569178082192
2017,21,213,8.357785616438356
2017,29,213,8.173126849315068
2017,48,213,9.112198066075745
2017,13,215,10.317221917808219
2017,21,215,8.736785616438356
2017,29,215,7.939963698630137
2017,48,215,9.890468105224876
2017,13,217,9.366727291886196
2017,21,217,8.309792876712329
2017,29,217,7.600642465753425
2017,48,217,8.969247322540473
2017,13,219,8.992214611872146
2017,21,219,8.403811643835616
2017,29,219,8.559128767123288
2017,48,219,7.184814481409002
2017,13,221,8.820532876712329
2017,21,221,8.451009863013699
2017,29,221,8.036849863013699
2017,48,221,8.614879452054794
2017,13,223,9.577770295602019
2017,21,223,8.343261643835616
2017,29,223,8.627976712328767
2017,48,223,9.049052663622527
2017,13,225,9.544905936073059
2017,21,225,8.883806164383562
2017,29,225,7.950910273972603
2017,48,225,9.04887866927593
2017,13,227,8.667425114155251
2017,21,227,8.563924543378995
2017,29,227,7.815621917808219
2017,48,227,7.565668767123288
2017,13,229,8.397303424657534
2017,21,229,8.460339726027397
2017,29,229,7.96595205479452
2017,48,229,6.105
2017,1,23,8.829528767123288
2017,12,23,7.836574657534247
2017,13,23,9.14738904109589
2017,16,23,6.41181095890411
2017,17,23,8.976215753424658
2017,18,23,8.829777397260274
2017,19,23,7.665768219178082
2017,20,23,5.556443835616438
2017,21,23,8.349919634703196
2017,22,23,8.180720547945206
2017,23,23,7.008592123287671
2017,24,23,7.123023483365949
2017,25,23,6.125628602739726
2017,26,23,7.86598196347032
2017,27,23,6.118793835616438
2017,28,23,8.947608904109589
2017,29,23,9.107982191780822
2017,30,23,10.750101369863014
2017,31,23,7.644137899543379
2017,32,23,5.679995342465753
2017,34,23,8.45746382778865
2017,35,23,5.697684931506849
2017,36,23,6.140968721461187
2017,37,23,8.190474124809741
2017,38,23,5.507076712328767
2017,39,23,8.798216189290162
2017,4,23,7.286761095890411
2017,40,23,8.877670136986301
2017,41,23,6.940120547945206
2017,42,23,7.425680821917808
2017,45,23,8.505359651307596
2017,46,23,5.664839269406393
2017,47,23,7.819359817351598
2017,48,23,7.325095890410959
2017,49,23,5.49498904109589
2017,5,23,8.826214481409002
2017,50,23,5.248862436914203
2017,51,23,7.147869178082192
2017,53,23,9.45213698630137
2017,54,23,6.725082191780822
2017,55,23,7.021175342465753
2017,56,23,6.029308904109589
2017,6,23,6.99651698630137
2017,8,23,4.56552602739726
2017,13,231,9.420682191780822
2017,21,231,7.872184657534247
2017,48,231,9.057660706560923
2017,13,233,9.244832093933464
2017,21,233,8.840106164383562
2017,48,233,6.46120626223092
2017,13,235,9.164070319634703
2017,21,235,8.033520890410959
2017,48,235,7.423246575342466
2017,13,237,9.22901205479452
2017,21,237,7.93038904109589
2017,48,237,7.912045662100457
2017,13,239,9.66693698630137
2017,21,239,8.754444863013699
2017,48,239,8.655104109589041
2017,13,241,7.141656438356164
2017,48,241,8.930696575342466
2017,13,243,9.611872602739726
2017,48,243,5.847432876712329
2017,13,245,9.693113786068202
2017,48,245,9.13784303652968
2017,13,247,9.506183196347032
2017,48,247,9.064542465753425
2017,13,249,9.564980821917808
2017,48,249,8.939745988258317
2017,1,25,8.829851141552511
2017,13,25,8.131143378995434
2017,16,25,6.089871232876712
2017,17,25,9.02952602739726
2017,18,25,8.499361643835616
2017,19,25,7.532080821917808
2017,20,25,6.474846575342466
2017,21,25,7.94346927592955
2017,22,25,8.229717808219178
2017,23,25,6.04803045930701
2017,24,25,8.664413410237924
2017,25,25,6.799202591995702
2017,26,25,7.759584826132771
2017,27,25,6.666389315068493
2017,28,25,9.31370301369863
2017,29,25,7.696676712328767
2017,30,25,5.741087671232877
2017,31,25,8.62065296803653
2017,34,25,7.667924168981703
2017,35,25,7.598524809741248
2017,36,25,6.144553816046967
2017,37,25,8.771827471306923
2017,38,25,5.491115068493151
2017,39,25,9.113655890410959
2017,4,25,5.512159360730594
2017,40,25,5.470641095890411
2017,41,25,6.52812602739726
2017,42,25,8.466459817351598
2017,45,25,7.972966849315068
2017,46,25,6.115961643835616
2017,47,25,8.466525418569254
2017,48,25,8.75954011741683
2017,49,25,4.778261643835616
2017,5,25,8.882142465753425
2017,50,25,5.462930745814308
2017,51,25,7.855035068493151
2017,53,25,10.339791267123288
2017,54,25,6.977598825831702
2017,55,25,7.541759339393164
2017,56,25,4.557537290715373
2017,6,25,9.161267786124613
2017,8,25,5.43805205479452
2017,13,251,8.638604383561644
2017,48,251,9.082020254403131
2017,13,253,9.390067579908676
2017,48,253,7.610878538812785
2017,13,255,9.442873744292237
2017,48,255,8.825026712328767
2017,13,257,8.063015890410959
2017,48,257,9.236285844748858
2017,13,259,9.667838356164384
2017,48,259,8.651893150684932
2017,13,261,9.617662328767123
2017,48,261,8.842865753424658
2017,13,263,9.619255707762557
2017,48,263,7.128912328767123
2017,13,265,8.932956164383562
2017,48,265,8.140073150684932
2017,13,267,8.774846575342466
2017,48,267,7.719523287671233
2017,13,269,9.483634703196347
2017,48,269,7.010750684931507
2017,1,27,9.17282397260274
2017,12,27,7.417862709284627
2017,13,27,9.272932602739726
2017,16,27,9.739838639584317
2017,17,27,9.091573287671233
2017,18,27,8.7942771037182
2017,19,27,7.684356164383562
2017,20,27,7.706212328767123
2017,21,27,8.55455296803653
2017,22,27,9.188622465753425
2017,23,27,5.627292808219178
2017,24,27,8.454545554171856
2017,25,27,5.519609158967824
2017,26,27,7.957787297633873
2017,27,27,7.324881981032666
2017,28,27,8.339525636007828
2017,29,27,8.325364383561644
2017,30,27,6.033401369863014
2017,31,27,6.715778082191781
2017,32,27,5.456928767123288
2017,34,27,8.031087205479452
2017,35,27,5.210644931506849
2017,36,27,6.591042691173921
2017,37,27,8.086603062046736
2017,38,27,6.261887671232877
2017,39,27,8.618572298325723
2017,4,27,8.283070635118306
2017,40,27,8.499533318603624
2017,41,27,7.899767123287671
2017,42,27,8.513256827220504
2017,45,27,8.256499771689498
2017,46,27,6.601123287671233
2017,47,27,7.945576712328767
2017,48,27,8.969056185458377
2017,49,27,5.158680365296804
2017,5,27,9.247602191780822
2017,50,27,5.715099086757991
2017,51,27,7.599643835616438
2017,53,27,5.396057363013699
2017,54,27,7.218912876712329
2017,55,27,6.646288082191781
2017,56,27,5.146194520547945
2017,6,27,5.415109132420091
2017,8,27,4.462095890410959
2017,13,271,8.96155799086758
2017,48,271,8.21598904109589
2017,13,273,9.690743835616438
2017,48,273,8.997028493150685
2017,13,275,9.943575093399751
2017,48,275,7.244686301369863
2017,13,277,9.120228614916286
2017,48,277,8.928975114155251
2017,13,279,8.906434703196347
2017,48,279,6.964779178082192
2017,35,28,4.944642465753425
2017,13,281,7.303040182648402
2017,48,281,8.46790301369863
2017,13,283,8.982415068493151
2017,48,283,8.829632876712329
2017,13,285,9.592821917808219
2017,48,285,8.75216803652968
2017,13,287,9.11845205479452
2017,48,287,9.028454794520548
2017,13,289,9.310921917808219
2017,48,289,8.973573515981735
2017,1,29,9.084272602739726
2017,12,29,7.551095890410959
2017,13,29,8.469056360078278
2017,16,29,6.574645205479452
2017,17,29,9.014541095890411
2017,18,29,8.81047095890411
2017,19,29,7.771475068493151
2017,20,29,7.241984931506849
2017,21,29,9.051225114155251
2017,22,29,8.250545205479452
2017,23,29,4.999556164383562
2017,24,29,8.10350904109589
2017,26,29,6.10397449947313
2017,27,29,5.898251141552511
2017,28,29,8.680555251141552
2017,29,29,7.834618181818182
2017,30,29,10.730495602018746
2017,31,29,5.69021095890411
2017,32,29,6.542082191780822
2017,34,29,7.256457380821918
2017,35,29,5.914102283105023
2017,36,29,7.81270494543766
2017,37,29,6.864512328767123
2017,38,29,5.807884931506849
2017,39,29,9.322180251141552
2017,40,29,8.653197260273973
2017,41,29,9.252873304376879
2017,42,29,9.570276641473784
2017,45,29,8.176334855403349
2017,46,29,6.46813228962818
2017,47,29,7.882309589041096
2017,48,29,9.315410584624598
2017,49,29,7.441835616438356
2017,5,29,9.186056164383562
2017,51,29,7.404161643835616
2017,53,29,6.403356294846706
2017,54,29,9.112314726027397
2017,55,29,5.827590258751903
2017,56,29,5.252232876712329
2017,6,29,12.332782073845596
2017,8,29,4.844810176125245
2017,13,291,7.539286757990868
2017,48,291,9.073792954990215
2017,13,293,9.468380821917808
2017,48,293,9.060368835616438
2017,13,295,9.136314857744995
2017,48,295,6.38524794520548
2017,13,297,9.280193242009132
2017,48,297,8.823555479452055
2017,13,299,8.327132420091324
2017,48,299,8.385462100456621
2017,1,3,8.383238179407866
2017,10,3,8.750066722866175
2017,12,3,7.945505479452055
2017,13,3,8.67915799086758
2017,16,3,7.623797260273973
2017,17,3,9.29609794520548
2017,18,3,8.548921090182648
2017,19,3,7.735472602739726
2017,20,3,7.614808219178082
2017,21,3,8.199009589041096
2017,22,3,8.461150684931507
2017,23,3,5.966249086757991
2017,24,3,8.509025763962065
2017,25,3,6.150359747102213
2017,26,3,5.545976255707763
2017,27,3,7.522402079551081
2017,28,3,8.361312328767123
2017,29,3,8.406922602739726
2017,30,3,6.496197260273973
2017,31,3,6.495931506849315
2017,32,3,7.026380422491632
2017,33,3,5.727924533001245
2017,34,3,8.274171148695186
2017,35,3,4.978597260273973
2017,36,3,6.474930874604847
2017,37,3,8.392005479452055
2017,38,3,6.505984931506849
2017,39,3,8.830369530925695
2017,4,3,6.233856335616438
2017,40,3,7.376323287671233
2017,41,3,8.013194824961948
2017,42,3,10.637112608191917
2017,44,3,6.002154056902002
2017,45,3,9.147591448733914
2017,46,3,5.518791780821918
2017,47,3,8.238280365296804
2017,48,3,7.518542465753425
2017,49,3,8.141103362391034
2017,5,3,8.780972994129158
2017,50,3,5.799738812785388
2017,51,3,7.388521295143213
2017,53,3,10.354214611872146
2017,54,3,8.323911154598826
2017,55,3,4.934050880626223
2017,56,3,5.473351598173516
2017,6,3,6.132243835616438
2017,8,3,4.836973287671233
2017,9,3,6.509827238258317
2017,13,301,9.126908219178082
2017,48,301,6.992290410958904
2017,13,303,9.230290410958904
2017,48,303,7.576442868654311
2017,13,305,8.426194520547945
2017,48,305,7.368241095890411
2017,13,307,9.5744
2017,48,307,7.853191780821918
2017,13,309,9.015419178082192
2017,48,309,9.127319957023906
2017,1,31,9.016579843444227
2017,12,31,8.359616438356164
2017,13,31,8.707161643835616
2017,16,31,7.092732420091324
2017,17,31,9.396955056436693
2017,18,31,8.201376255707763
2017,19,31,8.008380273972603
2017,20,31,8.031282191780822
2017,21,31,8.460727671232877
2017,22,31,9.473378082191781
2017,23,31,6.216730821917808
2017,24,31,8.420434597005416
2017,26,31,6.087542465753425
2017,27,31,4.530524657534247
2017,28,31,8.977978082191781
2017,29,31,9.696039212328767
2017,30,31,6.63472503113325
2017,31,31,5.02692602739726
2017,32,31,6.747553008806262
2017,34,31,8.253597561643836
2017,35,31,4.987258501208703
2017,36,31,5.229065542676502
2017,37,31,6.585193631988152
2017,38,31,6.269917808219178
2017,39,31,8.494928493150685
2017,40,31,7.51821404109589
2017,41,31,8.060325114155251
2017,42,31,8.876178630136986
2017,45,31,8.244884589041096
2017,46,31,5.315238356164384
2017,47,31,8.161127168949772
2017,48,31,8.640827397260274
2017,49,31,4.746298630136986
2017,5,31,9.143951007252216
2017,51,31,7.592259589041096
2017,53,31,5.416320939334638
2017,54,31,6.861925114155251
2017,55,31,5.208749771689498
2017,56,31,4.695971232876712
2017,6,31,14.778935768645358
2017,8,31,8.291616114916286
2017,13,311,7.749442191780822
2017,48,311,8.798967123287671
2017,13,313,9.234470928462709
2017,48,313,9.063352739726027
2017,13,315,9.054093150684932
2017,48,315,9.271821917808219
2017,13,317,8.82485
2017,48,317,7.641560273972603
2017,13,319,9.259208219178082
2017,48,319,7.908216438356164
2017,13,321,9.4366
2017,48,321,8.577167671232877
2017,48,323,8.633328462709285
2017,48,325,8.81239794520548
2017,48,327,7.62625205479452
2017,48,329,7.773086656519533
2017,1,33,8.333808023483366
2017,12,33,8.413100057881536
2017,13,33,9.091634703196347
2017,16,33,5.950235616438356
2017,17,33,9.009844748858448
2017,18,33,8.314153729071537
2017,19,33,7.46273499377335
2017,20,33,6.603594520547945
2017,21,33,8.693442922374429
2017,22,33,9.69675812983919
2017,24,33,8.764096669599095
2017,26,33,6.358028571428571
2017,27,33,6.325341780821918
2017,28,33,9.004216272312163
2017,29,33,7.475183561643836
2017,30,33,5.98254794520548
2017,31,33,5.512083105022831
2017,32,33,4.735233789954338
2017,34,33,8.321777739726027
2017,35,33,4.656621917808219
2017,36,33,5.639118590998043
2017,37,33,8.082044292237443
2017,38,33,5.161961643835616
2017,39,33,8.459246996838778
2017,40,33,7.646604109589041
2017,41,33,8.712841952054794
2017,42,33,8.42026205479452
2017,45,33,8.055550684931507
2017,46,33,5.638765753424658
2017,47,33,7.910475616438356
2017,48,33,7.284895890410959
2017,49,33,6.738317808219178
2017,5,33,9.279072727272727
2017,51,33,7.848063405088063
2017,53,33,7.820074448776785
2017,54,33,7.994106102117061
2017,55,33,6.667089383561644
2017,56,33,6.147737899543379
2017,6,33,7.206815159817352
2017,8,33,4.754408219178082
2017,48,331,9.100245792563601
2017,48,333,8.03242602739726
2017,48,335,7.415893150684932
2017,48,337,8.128007762557078
2017,48,339,9.699089760854423
2017,48,341,6.348533561643836
2017,48,343,9.152235616438356
2017,48,345,6.757131506849315
2017,48,347,9.197024236037935
2017,48,349,9.079085479452055
2017,1,35,8.796793424657534
2017,12,35,7.379293835616438
2017,13,35,9.40253698630137
2017,16,35,11.503557534246575
2017,17,35,9.076985388127854
2017,18,35,8.506789315068493
2017,19,35,7.226217123287671
2017,20,35,7.937564881693649
2017,21,35,8.465045357686454
2017,22,35,8.349157077625571
2017,24,35,7.957824408468244
2017,26,35,6.332998256537983
2017,27,35,5.736113698630137
2017,28,35,8.975239967767929
2017,29,35,8.40074794520548
2017,30,35,7.628021917808219
2017,31,35,7.090667123287671
2017,34,35,8.407137026591458
2017,35,35,5.749271404109589
2017,36,35,6.091000365296804
2017,37,35,8.7889832081308
2017,38,35,7.0655
2017,39,35,9.317265648995639
2017,40,35,8.628371506849315
2017,41,35,8.152238082191781
2017,42,35,8.070690715372907
2017,45,35,8.205262465753425
2017,46,35,5.775635616438356
2017,47,35,7.706400195694716
2017,48,35,8.629935812133072
2017,49,35,7.79778441457741
2017,5,35,8.810686575342466
2017,51,35,7.204530332681018
2017,53,35,6.293049568746829
2017,54,35,8.409078082191781
2017,55,35,6.871505479452055
2017,56,35,5.276117808219178
2017,6,35,7.126507153729072
2017,8,35,6.786760655737705
2017,48,351,8.924107534246575
2017,48,353,7.47558794520548
2017,48,355,8.918642178251311
2017,48,357,6.40233698630137
2017,48,359,5.915961643835616
2017,51,36,7.823196347031964
2017,48,361,9.162291454664057
2017,48,363,8.108130289193303
2017,48,365,9.317461187214612
2017,48,367,8.62516279740447
2017,48,369,6.650367123287671
2017,1,37,9.430729680365297
2017,12,37,7.681865068493151
2017,13,37,9.589993150684932
2017,16,37,6.654276712328767
2017,17,37,8.533552250489237
2017,18,37,8.807818395303327
2017,19,37,7.49172602739726
2017,20,37,8.063485180572852
2017,21,37,9.422694136986301
2017,22,37,8.584865205479452
2017,24,37,7.723620789685737
2017,26,37,7.54212303860523
2017,27,37,7.420358846431146
2017,28,37,8.304450684931507
2017,29,37,7.459434657534247
2017,30,37,6.104021917808219
2017,31,37,7.630560730593607
2017,34,37,7.527819645840294
2017,35,37,5.565417351598174
2017,36,37,6.945770593607306
2017,37,37,8.391204847207587
2017,38,37,5.42246301369863
2017,39,37,8.868943835616438
2017,40,37,9.211118590998043
2017,41,37,6.730604109589041
2017,42,37,8.686131324200913
2017,45,37,8.989708219178082
2017,46,37,6.237696803652968
2017,47,37,8.945755160384583
2017,48,37,9.336141704718417
2017,49,37,4.92643904109589
2017,5,37,8.571718721461187
2017,51,37,7.71943105022831
2017,53,37,9.622818150684932
2017,54,37,8.202878356164384
2017,55,37,5.095130136986301
2017,56,37,5.754012328767123
2017,6,37,11.581609590795082
2017,8,37,4.388799217221135
2017,48,371,6.798410273972603
2017,48,373,9.082686301369863
2017,48,375,6.679485173247381
2017,48,377,5.9835
2017,48,379,9.050398630136986
2017,48,381,6.686552479924421
2017,48,383,7.419753424657534
2017,48,385,7.907402739726027
2017,48,387,8.955514383561644
2017,48,389,6.761654246575342
2017,1,39,8.835397847358121
2017,12,39,9.252098630136986
2017,13,39,7.826282739726027
2017,16,39,6.866294794520548
2017,17,39,8.960288219178082
2017,18,39,8.238217579908676
2017,19,39,7.639111415525114
2017,20,39,5.707509589041096
2017,21,39,8.859246575342466
2017,22,39,8.498624657534247
2017,24,39,7.182979647749511
2017,26,39,6.052498082191781
2017,27,39,7.280506849315068
2017,28,39,8.53932602739726
2017,29,39,7.411854794520548
2017,30,39,11.352084931506849
2017,31,39,7.708029223744292
2017,34,39,8.796307838660578
2017,35,39,4.981294672754947
2017,36,39,6.216245662100457
2017,37,39,7.385774168297456
2017,38,39,6.389561643835616
2017,39,39,8.451759208523592
2017,40,39,7.195580273972603
2017,41,39,8.676760560688117
2017,42,39,8.62883537820131
2017,45,39,8.413910684931507
2017,46,39,5.92268904109589
2017,47,39,7.701353424657534
2017,48,39,8.897709213000269
2017,49,39,5.306636164383562
2017,5,39,9.071204566210046
2017,53,39,8.148705936073059
2017,54,39,8.482841664512794
2017,55,39,6.342185479452055
2017,56,39,4.991599315068493
2017,6,39,11.275465515187612
2017,8,39,5.862779647749511
2017,48,391,8.615441095890411
2017,48,393,6.354843835616438
2017,48,395,9.03582904109589
2017,48,397,9.370249315068493
2017,48,399,7.641819863013699
2017,48,401,9.255791991570074
2017,48,403,8.943295890410959
2017,48,405,9.027448401826484
2017,48,407,9.194960273972603
2017,48,409,8.834273116438356
