year,statefips,countyfips,DS_PM_pred
2017,31,119,7.056246270928463
2017,36,119,7.644420566373856
2017,37,119,9.053502651537421
2017,39,119,8.480742321557318
2017,40,119,8.428192747784045
2017,42,119,8.981401643835616
2017,46,119,4.799257534246575
2017,47,119,7.987565350523771
2017,48,119,9.040098630136986
2017,5,119,9.689217822638789
2017,51,119,7.306987671232877
2017,55,119,5.600804109589041
2017,8,119,4.893956164383562
2017,4,12,6.663086149162862
2017,1,121,9.48690896637609
2017,12,121,7.914115068493151
2017,13,121,9.960271098576417
2017,17,121,9.107717808219178
2017,18,121,8.688762328767123
2017,19,121,7.654984474885845
2017,20,121,7.27390102739726
2017,21,121,8.065676712328767
2017,22,121,9.515513424657534
2017,26,121,7.001017677756034
2017,27,121,6.187715753424658
2017,28,121,9.447053982749873
2017,29,121,7.989031780821918
2017,31,121,7.182009132420091
2017,36,121,6.708551930261519
2017,37,121,6.940980136986301
2017,39,121,8.389355251141552
2017,40,121,8.775210748155954
2017,42,121,8.801755821917808
2017,46,121,4.842869863013699
2017,47,121,8.307093150684932
2017,48,121,9.485414878512149
2017,5,121,9.008708904109589
2017,51,121,7.204965582191781
2017,55,121,6.92842397260274
2017,8,121,5.640264383561644
2017,1,123,9.529232876712329
2017,12,123,7.909209589041096
2017,13,123,8.273910136986301
2017,17,123,8.72202904109589
2017,18,123,8.788301917808219
2017,19,123,7.905828571428571
2017,20,123,6.829186301369863
2017,21,123,8.474132191780822
2017,22,123,8.368623744292237
2017,26,123,6.796855790784558
2017,27,123,7.821707249275072
2017,28,123,9.102440639269406
2017,29,123,8.623351598173516
2017,31,123,5.530742465753425
2017,36,123,6.134683287671233
2017,37,123,7.566304109589041
2017,39,123,8.426163329820864
2017,40,123,8.529191506849315
2017,42,123,7.619241728134879
2017,46,123,4.99488904109589
2017,47,123,7.730981604696673
2017,48,123,8.799815342465753
2017,5,123,8.509439269406393
2017,55,123,6.757732681017612
2017,8,123,8.137002099270592
2017,1,125,9.232915068493151
2017,12,125,7.765039269406393
2017,13,125,9.198928767123288
2017,17,125,8.874550228310502
2017,18,125,8.871376712328767
2017,19,125,7.76842397260274
2017,20,125,8.404520547945206
2017,21,125,8.195167966280295
2017,22,125,8.430730593607306
2017,26,125,8.885388335900138
2017,27,125,6.417290410958904
2017,28,125,8.394006849315068
2017,29,125,7.968955251141552
2017,31,125,7.014578082191781
2017,37,125,7.875687519025875
2017,39,125,8.467931506849315
2017,40,125,8.458130650684932
2017,42,125,9.449902762944045
2017,46,125,6.153032876712329
2017,47,125,8.409225149279944
2017,48,125,6.904402739726027
2017,5,125,9.432374037834312
2017,51,125,7.068790867579909
2017,55,125,5.100615890410959
2017,8,125,5.547275342465753
2017,1,127,9.13810898021309
2017,12,127,7.483128064007758
2017,13,127,7.760824109589041
2017,17,127,9.198653424657534
2017,18,127,8.380660102739726
2017,19,127,7.784938904109589
2017,20,127,8.040165753424658
2017,21,127,8.027489315068493
2017,22,127,8.945852739726027
2017,26,127,6.328280626223092
2017,27,127,6.110592237442922
2017,28,127,8.878581917808219
2017,29,127,8.669431164383562
2017,31,127,8.323653424657534
2017,37,127,8.068028767123288
2017,39,127,8.322672146118722
2017,40,127,8.632576255707763
2017,42,127,7.331829941291585
2017,46,127,6.895042922374429
2017,47,127,8.227801369863014
2017,48,127,8.767395890410959
2017,5,127,8.648308675799087
2017,51,127,7.809750684931507
2017,55,127,7.751998132004981
2017,1,129,8.670392876712329
2017,12,129,8.366551369863014
2017,13,129,9.387781735159817
2017,17,129,8.973079452054794
2017,18,129,9.009592954990215
2017,19,129,8.50873205479452
2017,20,129,5.887523287671233
2017,21,129,7.979221917808219
2017,26,129,6.27192759295499
2017,27,129,6.241146575342466
2017,28,129,9.040656621004566
2017,29,129,7.689680821917808
2017,31,129,6.921115068493151
2017,37,129,6.823532191780822
2017,39,129,8.553906638566912
2017,40,129,6.661542465753425
2017,42,129,10.214645671232877
2017,46,129,5.326793150684932
2017,47,129,7.691101917808219
2017,48,129,6.55751095890411
2017,5,129,8.309567123287671
2017,55,129,5.465797260273973
2017,1,13,8.90140700152207
2017,12,13,8.411668493150685
2017,13,13,9.170624505327245
2017,16,13,6.200428082191781
2017,17,13,8.78607397260274
2017,18,13,7.845471232876712
2017,19,13,7.888801225666907
2017,20,13,8.282473059360731
2017,21,13,8.071068188736682
2017,22,13,9.303070136986301
2017,23,13,5.703215068493151
2017,24,13,8.205181687094448
2017,25,13,6.209013086846655
2017,26,13,5.131672602739726
2017,27,13,7.265932705479452
2017,28,13,8.683217534246575
2017,29,13,7.310318493150685
2017,30,13,7.323169240348692
2017,31,13,5.320009132420091
2017,32,13,5.559048630136986
2017,33,13,5.178213698630137
2017,34,13,8.769883326810176
2017,35,13,6.638434948212496
2017,36,13,7.386678121330724
2017,37,13,7.163604732254047
2017,38,13,5.349827397260274
2017,39,13,8.516027397260274
2017,4,13,8.025990979242687
2017,40,13,8.851282938978829
2017,41,13,7.873540410958904
2017,42,13,8.858219339242546
2017,45,13,7.938145890410959
2017,46,13,6.131721232876712
2017,47,13,7.989702366127024
2017,48,13,8.946121575342466
2017,49,13,6.119242922374429
2017,5,13,9.123013698630137
2017,50,13,5.795668493150685
2017,51,13,8.839669793359647
2017,53,13,9.080427397260274
2017,54,13,7.934798630136986
2017,55,13,5.728073515981735
2017,56,13,4.829021369863014
2017,6,13,11.312038092729189
2017,8,13,7.186099879129734
2017,9,13,6.074463580538498
2017,1,131,8.99658904109589
2017,12,131,8.210380323785803
2017,13,131,10.004389497716895
2017,17,131,8.369029452054794
2017,18,131,8.264965068493151
2017,19,131,7.383327853881278
2017,20,131,8.298945205479452
2017,21,131,7.838827397260274
2017,26,131,5.002084931506849
2017,27,131,7.514103688092729
2017,28,131,8.460301369863014
2017,29,131,7.988895890410959
2017,31,131,8.311399452054794
2017,37,131,7.710024657534247
2017,39,131,8.246233789954338
2017,40,131,9.420051663405088
2017,42,131,7.940528375733855
2017,47,131,8.270726575342466
2017,48,131,8.802586301369863
2017,5,131,9.57275574288725
2017,51,131,6.861333333333333
2017,55,131,6.833218101761252
2017,1,133,8.542034050880626
2017,12,133,8.450085714285714
2017,13,133,9.039411741682975
2017,17,133,8.809577168949772
2017,18,133,8.558066927592955
2017,19,133,7.620177397260274
2017,20,133,8.075146301369863
2017,21,133,7.638431702544031
2017,26,133,6.243829680365297
2017,27,133,6.250790867579909
2017,28,133,8.424595694716243
2017,29,133,9.168286301369863
2017,31,133,8.098109589041096
2017,37,133,7.098865311533363
2017,39,133,9.200037886497065
2017,40,133,8.615940639269406
2017,42,133,9.152959908675799
2017,47,133,7.70313698630137
2017,48,133,7.777038904109589
2017,5,133,9.193467123287671
2017,51,133,7.230687671232877
2017,55,133,7.625111723478815
2017,13,135,9.631203733785913
2017,17,135,8.923167808219178
2017,18,135,8.589684246575342
2017,19,135,7.744460273972603
2017,20,135,5.715886301369863
2017,21,135,8.027974657534247
2017,26,135,6.070360547945206
2017,27,135,6.352929863013699
2017,28,135,8.302260273972603
2017,29,135,7.994974657534247
2017,31,135,5.711402739726027
2017,37,135,8.66080782778865
2017,39,135,8.878392922374429
2017,40,135,9.346766818873668
2017,46,135,6.382488767123288
2017,47,135,7.626516438356164
2017,48,135,7.716560567514677
2017,5,135,8.810582191780822
2017,51,135,7.72215205479452
2017,55,135,6.016023059360731
2017,13,137,7.869194863013699
2017,17,137,8.808229863013699
2017,18,137,8.30843698630137
2017,19,137,7.909071917808219
2017,20,137,5.873446575342466
2017,21,137,8.240172602739726
2017,26,137,6.063235159817352
2017,27,137,4.932411374014114
2017,28,137,8.523013150684932
2017,29,137,8.221663926940639
2017,31,137,6.435756164383562
2017,37,137,6.797153424657534
2017,39,137,8.614529549902153
2017,40,137,7.846385803237858
2017,46,137,5.075320547945206
2017,47,137,7.702764383561644
2017,48,137,7.751071232876712
2017,5,137,8.60264200913242
2017,51,137,7.539728767123288
2017,55,137,6.160635225048924
2017,13,139,8.727988203957382
2017,17,139,9.01191301369863
2017,18,139,8.358471232876712
2017,19,139,8.206535068493151
2017,20,139,8.205186849315068
2017,21,139,9.129275342465753
2017,26,139,7.685157353321272
2017,27,139,7.156191389432485
2017,28,139,8.45223904109589
2017,29,139,8.358272602739726
2017,31,139,6.795905479452055
2017,37,139,6.889499726027397
2017,39,139,8.447300365296804
2017,40,139,6.291864109589041
2017,47,139,7.973915616438356
2017,48,139,9.288198851082634
2017,5,139,9.335306301369863
2017,51,139,7.127011506849315
2017,55,139,6.386850116939526
2017,8,14,8.218378234398782
2017,13,141,9.140823287671233
2017,17,141,8.288493150684932
2017,18,141,8.169410557077626
2017,19,141,6.958884931506849
2017,20,141,6.316361643835616
2017,21,141,8.372335159817352
2017,26,141,6.111226484018265
2017,27,141,6.788672229140722
2017,28,141,8.22416301369863
2017,29,141,7.763596164383562
2017,31,141,7.507854794520548
2017,37,141,6.976936621004566
2017,39,141,8.365582272360999
2017,40,141,7.394961643835616
2017,47,141,7.796182100456621
2017,48,141,7.547639343146431
2017,5,141,8.670244931506849
2017,51,141,7.290615753424658
2017,55,141,6.285633037872683
2017,13,143,9.160489315068493
2017,17,143,9.24674845890411
2017,18,143,8.226806575342466
2017,19,143,6.655439726027397
2017,20,143,7.336983561643836
2017,21,143,8.774487671232877
2017,26,143,6.089060821917808
2017,27,143,6.653937671232877
2017,28,143,8.488381735159817
2017,29,143,9.012333333333333
2017,31,143,7.399272602739726
2017,37,143,6.967838356164384
2017,39,143,8.512074155251142
2017,40,143,9.897760469667319
2017,47,143,8.139407305936073
2017,48,143,8.133031849315068
2017,5,143,8.90154323630137
2017,51,143,7.795105308219178
2017,13,145,9.875893150684932
2017,17,145,9.281179908675799
2017,18,145,8.400639726027397
2017,19,145,7.99354703196347
2017,20,145,6.326593150684932
2017,21,145,9.238656728444803
2017,26,145,7.422163992172211
2017,27,145,6.460414265470005
2017,28,145,8.856936073059361
2017,29,145,8.527799771689498
2017,31,145,5.863108675799087
2017,37,145,8.248106457925636
2017,39,145,8.22709698630137
2017,40,145,9.669933125778331
2017,47,145,8.007424657534247
2017,48,145,9.054255251141552
2017,5,145,8.96744741833509
2017,51,145,7.81133698630137
2017,13,147,8.70345205479452
2017,17,147,8.862888356164384
2017,18,147,9.002038356164384
2017,19,147,7.088551369863014
2017,20,147,6.131239269406393
2017,21,147,7.804617808219178
2017,26,147,8.428267318982388
2017,27,147,7.327296575342466
2017,28,147,8.455992694063927
2017,29,147,8.097189589041096
2017,31,147,8.303714155251142
2017,37,147,7.632836558219178
2017,39,147,8.504698043052838
2017,40,147,8.631489146469968
2017,47,147,8.367364970645793
2017,48,147,8.858241095890411
2017,5,147,8.607609589041096
2017,51,147,7.592766575342466
2017,13,149,9.33001095890411
2017,17,149,8.614805479452055
2017,18,149,8.117805870841487
2017,19,149,7.210514155251142
2017,20,149,8.438110273972603
2017,21,149,8.883509589041096
2017,26,149,7.980755358581789
2017,27,149,6.372364383561644
2017,28,149,8.631344292237443
2017,29,149,8.444299543378995
2017,31,149,5.530764383561644
2017,37,149,8.079203913894325
2017,39,149,8.866851506849315
2017,40,149,7.182337671232877
2017,47,149,8.708665473860777
2017,48,149,8.861985127201566
2017,5,149,8.958835616438356
2017,51,149,7.980414481409002
2017,1,15,9.355566769774635
2017,12,15,7.642364888248017
2017,13,15,9.550958904109589
2017,16,15,6.679243835616438
2017,17,15,8.005230593607306
2017,18,15,8.747311937377691
2017,19,15,7.798800391389432
2017,20,15,7.919296944151739
2017,21,15,9.115641344956413
2017,22,15,9.802393150684932
2017,23,15,6.314553424657534
2017,24,15,8.622780389329488
2017,25,15,5.789803348554034
2017,26,15,7.735601245330012
2017,27,15,6.599502739726027
2017,28,15,8.47913698630137
2017,29,15,7.497916438356164
2017,30,15,6.577753424657534
2017,31,15,5.62492602739726
2017,32,15,4.917772602739726
2017,33,15,5.444114113740141
2017,34,15,8.638949902152642
2017,35,15,6.908295205479452
2017,36,15,6.496282814445828
2017,37,15,7.310963698630137
2017,38,15,6.441058543619322
2017,39,15,8.466911719939117
2017,4,15,5.929188149092068
2017,40,15,7.50300102739726
2017,41,15,7.353540182648402
2017,42,15,7.215291976516634
2017,45,15,8.193607671232877
2017,46,15,5.193112328767123
2017,47,15,8.017007305936073
2017,48,15,8.936217808219178
2017,49,15,5.394685844748858
2017,5,15,8.099253150684932
2017,50,15,4.981929549902153
2017,51,15,7.114422971548999
2017,53,15,6.762455365296804
2017,54,15,7.627922374429224
2017,55,15,6.359444333748443
2017,56,15,5.22035205479452
2017,6,15,7.23239530332681
2017,8,15,4.140866849315068
2017,9,15,5.638669917808219
2017,13,151,9.521738630136986
2017,17,151,9.03221095890411
2017,18,151,8.057129071537291
2017,19,151,7.310096803652968
2017,20,151,6.787357077625571
2017,21,151,8.382287238644557
2017,26,151,7.409012100456621
2017,27,151,6.226076712328767
2017,28,151,8.48853785147801
2017,29,151,8.037941095890411
2017,31,151,7.615256849315068
2017,37,151,8.110278180039139
2017,39,151,9.217520611659764
2017,40,151,7.013045662100457
2017,47,151,7.608192876712329
2017,48,151,7.455709589041096
2017,13,153,9.529622156045265
2017,17,153,9.211479452054794
2017,18,153,8.773659178082192
2017,19,153,8.011069080234834
2017,20,153,5.605057534246575
2017,21,153,7.951284931506849
2017,26,153,5.702604566210046
2017,27,153,5.973904452054794
2017,28,153,8.773190410958904
2017,29,153,8.232023287671233
2017,31,153,9.128847276202612
2017,37,153,7.769530759651308
2017,39,153,9.19129595129376
2017,40,153,6.731177534246575
2017,47,153,8.096812785388128
2017,48,153,6.962206849315068
2017,51,153,8.191328503053309
2017,13,155,8.930512328767123
2017,17,155,8.665660273972603
2017,18,155,8.448331506849315
2017,19,155,8.747301278538813
2017,20,155,7.225260596293312
2017,21,155,8.392284931506849
2017,26,155,7.49215149073328
2017,27,155,6.41431095890411
2017,28,155,8.771401826484018
2017,29,155,8.647458904109589
2017,31,155,8.28117095890411
2017,37,155,8.102062748563853
2017,39,155,9.701568268991283
2017,47,155,8.340770624048706
2017,48,155,7.050876712328767
2017,51,155,7.218706849315068
2017,13,157,8.937622914072229
2017,17,157,9.199439269406393
2017,18,157,8.783207182524991
2017,19,157,7.791295342465753
2017,20,157,7.218963470319635
2017,21,157,8.987828767123288
2017,26,157,7.268513593256059
2017,27,157,7.130485388127854
2017,28,157,8.195658904109589
2017,29,157,9.194865205479452
2017,31,157,5.598585056039851
2017,37,157,7.932705414220483
2017,39,157,8.685815525114155
2017,47,157,8.958969416723486
2017,48,157,9.598507281903389
2017,51,157,7.142280821917808
2017,13,159,9.287154337899543
2017,17,159,9.044665753424658
2017,18,159,8.72250205479452
2017,19,159,7.707279452054794
2017,20,159,6.904909589041096
2017,21,159,8.076615525114155
2017,26,159,7.575620091324201
2017,27,159,5.796430136986301
2017,28,159,9.127846575342466
2017,29,159,7.549933499377335
2017,31,159,7.695620547945206
2017,37,159,8.615150410958904
2017,39,159,8.785905479452055
2017,47,159,7.987518904109589
2017,48,159,9.101169863013699
2017,51,159,7.45364794520548
2017,13,161,8.79870502283105
2017,17,161,8.550639589041096
2017,18,161,8.559282191780822
2017,19,161,7.518531506849315
2017,20,161,8.281480821917808
2017,21,161,8.25581698630137
2017,26,161,8.376223452054794
2017,27,161,7.242698630136986
2017,28,161,8.439492237442922
2017,29,161,8.019903287671233
2017,31,161,5.115775342465753
2017,37,161,8.393604636459431
2017,39,161,8.672385692541857
2017,47,161,8.194712328767123
2017,48,161,9.092890802348337
2017,51,161,7.236694672754947
2017,13,163,9.220942465753425
2017,17,163,9.140842328767123
2017,18,163,9.131638523902712
2017,19,163,8.480890760711163
2017,20,163,5.946615068493151
2017,21,163,8.750768150684932
2017,26,163,9.32429955535594
2017,27,163,7.379087123287671
2017,28,163,8.720958904109589
2017,29,163,8.586613150684932
2017,31,163,6.382991780821918
2017,37,163,8.101550684931507
2017,39,163,8.163195433789954
2017,47,163,7.935370425008781
2017,48,163,8.754537899543379
2017,51,163,6.957105479452055
2017,13,165,8.850904109589041
2017,17,165,9.056017351598174
2017,18,165,8.787557260273973
2017,19,165,7.79313698630137
2017,20,165,6.060076712328767
2017,21,165,7.947423287671233
2017,26,165,6.047858904109589
2017,27,165,6.653038356164384
2017,29,165,8.636273561643836
2017,31,165,5.074312328767123
2017,37,165,8.055882583170254
2017,39,165,9.429262847654628
2017,47,165,8.468063992172211
2017,48,165,7.596467579908676
2017,51,165,7.220852775775054
2017,13,167,9.058116894977169
2017,17,167,9.224486068751615
2017,18,167,8.936938747553816
2017,19,167,6.984281800391389
2017,20,167,6.3594
2017,21,167,8.483248219178082
2017,27,167,6.600875342465753
2017,29,167,7.7009
2017,31,167,7.301949315068493
2017,37,167,8.089394309799789
2017,39,167,8.601727226027397
2017,47,167,8.316290200210748
2017,48,167,8.449470817766708
2017,51,167,7.456383953033268
2017,13,169,9.423162557077626
2017,17,169,8.54547397260274
